,word,count
10133,decay,4956622
10140,usher,4948609
10148,skate,4932092
10158,lynch,4920597
10163,franc,4916960
10170,timor,4914594
10178,flats,4911343
10185,heels,4907543
10186,voter,4905374
10189,urine,4903932
10192,capri,4902351
10193,towel,4901668
10200,sears,4897480
10203,flies,4894680
10211,crane,4888961
10218,popup,4882686
10221,habit,4880657
10230,coupe,4874541
10232,benin,4874165
10249,lords,4862111
10251,tends,4861901
10262,sixty,4851534
10273,spark,4842423
10284,spike,4833410
10312,tonga,4813052
10330,backs,4797208
10339,soils,4789565
10349,hunks,4776866
10351,libya,4775799
10360,sedan,4769270
10382,cares,4757269
10384,flora,4756211
10385,kazaa,4754592
10392,hardy,4748572
10401,bells,4743841
10413,denim,4737554
10415,andre,4737505
10424,buick,4731433
10449,doses,4717242
10451,baked,4716100
10452,glove,4714578
10477,alito,4695823
10483,plush,4692870
10484,weber,4692730
10492,nelly,4686900
10494,urged,4685830
10497,brent,4683680
10499,kyoto,4682367
10509,adapt,4675567
10519,fuels,4657731
10525,brett,4651730
10529,paula,4650017
10535,stern,4643592
10536,shawn,4642740
10549,tutor,4635949
10550,idiot,4635830
10556,debit,4633794
10561,edits,4631228
10563,raven,4630541
10567,slice,4628779
10572,aspen,4626441
10579,lemma,4623172
10585,venus,4618752
10596,dolby,4612197
10602,nikki,4609573
10607,halls,4607236
10610,pause,4606318
10617,demon,4602331
10623,gabon,4595710
10639,atari,4586712
10644,asses,4583177
10650,couch,4581367
10652,downs,4578206
10656,rogue,4576302
10673,sdram,4569412
10690,optic,4558869
10698,chili,4553187
10699,grief,4552843
10702,sweat,4551615
10710,masks,4548281
10711,celeb,4548138
10714,assoc,4545277
10715,quake,4544481
10718,alley,4541475
10737,twain,4530277
10739,boise,4529204
10741,nevis,4527077
10752,buffy,4519674
10772,loyal,4498834
10778,renal,4494106
10781,spite,4493143
10786,imply,4491299
10792,chill,4489643
10799,liner,4486145
10808,lifts,4479565
10809,vivid,4479514
10830,acted,4468180
10834,byron,4463413
10841,skull,4457991
10860,riley,4443795
10869,ninja,4439780
10886,sands,4428127
10906,steak,4413680
10909,cobra,4412823
10911,gucci,4412128
10912,threw,4410853
10915,https,4408882
10941,walsh,4391300
10942,ninth,4390562
10945,marry,4388137
10959,wills,4376548
10961,atoms,4375988
10967,drake,4373046
10978,della,4365759
10981,rails,4364886
10983,pgsql,4364387
10984,fried,4364192
10985,cairo,4364029
10991,malls,4362513
11002,woody,4355633
11007,cried,4352198
11035,plugs,4333394
11038,coded,4330278
11039,supra,4329457
11041,molly,4328076
11050,franz,4321556
11055,palau,4315852
11079,rival,4298220
11090,beige,4288534
11092,rolex,4287956
11109,homer,4281428
11114,gases,4277836
11118,genus,4275567
11128,dixon,4265747
11138,debts,4259542
11140,icann,4259419
11150,avril,4254680
11152,myths,4253827
11155,knees,4250743
11163,poets,4248574
11164,woven,4248524
11167,pedro,4247791
11177,trent,4242725
11181,rigid,4240019
11192,salsa,4234056
11201,blown,4229918
11203,baton,4229776
11213,abbey,4224864
11233,bruno,4216245
11239,evite,4214149
11249,diets,4207940
11252,sauna,4202256
11257,bauer,4197776
11263,bowls,4193933
11264,qaeda,4193878
11268,kitts,4192233
11278,macau,4187604
11288,cruel,4180956
11299,eager,4175668
11311,chang,4168927
11315,pupil,4167137
11316,feast,4166016
11323,acura,4162891
11334,fedex,4153858
11343,ankle,4146793
11366,decks,4131188
11371,blunt,4129800
11373,hamas,4128646
11375,react,4126376
11377,rises,4124482
11378,shane,4124234
11401,coats,4107452
11410,aston,4099586
11427,fairs,4091127
11428,flute,4090740
11434,hindi,4088627
11436,harsh,4087715
11441,whois,4083002
11442,burma,4082398
11443,cease,4081957
11456,poles,4074284
11485,sioux,4055518
11489,jenna,4054943
11503,fargo,4046625
11505,equip,4044391
11507,reged,4043692
11514,hedge,4041429
11534,curry,4029540
11539,worms,4027528
11549,dewey,4024315
11551,pouch,4023912
11554,hooks,4023408
11577,peaks,4011396
11588,didnt,4002254
11593,spoon,4000406
11594,bombs,3999701
11595,niche,3999108
11599,cigar,3993843
11617,curse,3982181
11626,forex,3977390
11632,titan,3974407
11636,anita,3972924
11649,shout,3965861
11650,nudes,3964133
11662,straw,3958211
11666,fgets,3956206
11674,reuse,3950428
11684,loses,3942953
11690,suede,3941313
11695,peach,3938068
11709,uncut,3929056
11729,stove,3914849
11734,nixon,3913498
11736,brady,3910813
11740,zhang,3909936
11744,freak,3908219
11749,bluff,3906671
11755,sadly,3905175
11758,avail,3902711
11769,hatch,3896261
11773,stein,3893544
11776,spill,3890646
11778,drift,3889505
11791,winxp,3881715
11792,crisp,3880385
11800,scans,3877627
11825,onset,3858839
11831,assay,3855224
11838,leigh,3853134
11843,tents,3850460
11851,snack,3847152
11853,pulls,3846669
11888,squid,3828491
11901,maxim,3820484
11919,slate,3813904
11940,pagan,3805644
11942,widow,3804620
11955,skies,3796788
11961,kicks,3792491
11963,canoe,3790795
11985,juicy,3778910
11989,moody,3776452
12010,pedal,3763705
12018,tuned,3761208
12024,mayer,3758894
12027,geoff,3757759
12033,scrap,3757085
12037,bella,3753635
12046,terra,3747696
12052,vapor,3744912
12054,aloud,3743858
12064,goose,3739382
12092,winnt,3727290
12096,hydro,3725464
12101,playa,3723548
12103,noisy,3722908
12105,abide,3722809
12111,socio,3719745
12129,bliss,3708978
12140,parse,3698919
12142,jelly,3698541
12159,mania,3688699
12160,edwin,3688662
12165,clare,3687106
12176,bolts,3682849
12185,typed,3681027
12239,satan,3653674
12245,megan,3652019
12251,cheer,3648929
12256,marty,3646752
12263,xlibs,3644205
12273,clamp,3639509
12277,grape,3638159
12283,deeds,3636121
12302,traps,3628684
12308,racer,3625077
12310,guilt,3623942
12311,sweep,3623863
12324,doyle,3618714
12325,ducks,3618693
12331,vince,3616647
12341,param,3613208
12346,lunar,3611744
12358,posed,3604888
12375,forks,3592612
12377,boxer,3592432
12381,weigh,3587993
12382,rodeo,3587192
12387,moose,3581329
12397,crush,3576348
12398,cathy,3575710
12414,paulo,3569244
12421,lever,3566558
12425,tasty,3565676
12434,rants,3561826
12435,tarot,3561389
12440,carts,3559795
12443,cocoa,3557169
12457,mixes,3552046
12465,panty,3546636
12476,aires,3540986
12477,bulls,3540837
12478,orion,3538939
12482,hurry,3536968
12502,clash,3531117
12503,biker,3530897
12515,nauru,3527512
12544,stain,3512824
12554,reign,3505605
12561,baron,3504549
12565,bates,3503755
12587,stiff,3492842
12596,rabbi,3488700
12597,sushi,3488691
12598,puffy,3488647
12609,elbow,3484326
12617,stark,3479265
12627,circa,3475462
12633,quinn,3471650
12681,razor,3451657
12682,cough,3451640
12706,tibet,3443821
12709,isles,3443470
12711,ovens,3443150
12743,inlet,3433125
12757,bronx,3430081
12763,gloss,3426618
12764,panda,3424825
12768,porch,3420626
12782,isuzu,3413560
12787,eaten,3412832
12813,sinks,3399604
12814,steep,3399504
12815,dinar,3399128
12817,creed,3398609
12818,carat,3398374
12821,nobel,3397169
12847,faxes,3386604
12848,plump,3386553
12855,midst,3381410
12858,borne,3379421
12864,tesco,3377683
12871,tempo,3372997
12872,getty,3372135
12884,payne,3368937
12909,torch,3360286
12923,lohan,3352800
12938,hacks,3348166
12940,attic,3347389
12945,piper,3346631
12969,stems,3336905
13010,avery,3318822
13011,toons,3318074
13014,tenth,3317039
13022,desks,3315227
13024,aided,3314916
13039,cutie,3305791
13043,notch,3302495
13055,seoul,3297895
13060,lacks,3296569
13095,bowie,3287191
13109,poses,3280246
13120,scent,3277212
13139,akron,3270629
13140,fines,3270544
13141,grasp,3270025
13143,ounce,3268355
13148,buena,3265206
13156,toast,3262695
13170,kumar,3256818
13177,kinky,3254161
13196,owens,3246277
13201,quota,3245515
13205,versa,3244429
13214,starr,3240045
13222,jumbo,3237095
13236,maths,3231878
13243,flint,3230800
13244,dummy,3230609
13246,awake,3230337
13262,burnt,3221640
13283,studs,3215366
13308,roast,3205415
13330,petty,3195594
13341,felix,3192747
13342,shiny,3192674
13345,smash,3192001
13349,braun,3190846
13356,ample,3187842
13362,royce,3185642
13371,scarf,3181107
13386,hated,3173792
13394,spicy,3170817
13403,fools,3167945
13404,beard,3166516
13410,wedge,3162851
13413,peggy,3160922
13416,ruins,3159891
13427,denis,3155542
13437,hyper,3153749
13440,gmail,3153272
13444,cites,3151464
13450,ezine,3149621
13457,gamer,3144985
13458,alexa,3144869
13467,savvy,3140230
13478,terri,3137162
13481,norms,3135997
13493,silva,3132617
13501,prima,3131523
13506,zelda,3130046
13512,fetal,3127968
13513,palms,3127466
13522,chord,3123447
13524,kudoz,3122575
13540,hawks,3117529
13543,irons,3116159
13544,comet,3116034
13553,lotto,3112797
13561,syrup,3108136
13614,erase,3086642
13617,bites,3086130
13618,prose,3085898
13627,swear,3082372
13628,intra,3081776
13630,clown,3081501
13633,taboo,3079923
13636,olson,3078156
13655,dwarf,3072068
13660,ifdef,3068036
13675,pines,3062800
13684,fucks,3058134
13690,urges,3054809
13706,enron,3048638
13708,codec,3048388
13722,pablo,3042285
13734,beams,3032813
13735,props,3032812
13738,dough,3032657
13739,stool,3031945
13742,welch,3031408
13750,boone,3027314
13752,horde,3026646
13754,mommy,3025970
13756,nanny,3025474
13779,roach,3017586
13782,angus,3016497
13794,ashes,3011008
13798,natal,3010028
13799,locus,3009222
13800,msnbc,3009102
13812,elton,3006085
13821,prone,3001079
13851,clues,2988321
13856,crews,2986282
13883,timed,2978189
13900,scare,2972708
13905,thief,2970770
13929,motif,2961524
13942,hurts,2956264
13947,sofia,2954155
13973,spear,2942538
13974,nigel,2942111
13977,jolie,2941614
13988,blanc,2937810
13994,birch,2936180
13996,slash,2935535
14003,mikes,2933878
14014,seiko,2930676
14016,arial,2929694
14028,stacy,2924335
14038,helix,2921411
14042,dixie,2920964
14053,shook,2917411
14072,matte,2909215
14077,heidi,2908650
14091,zebra,2902469
14103,fetch,2897593
14110,faroe,2896277
14127,logon,2891286
14135,trong,2889135
14137,unite,2888724
14144,shear,2886210
14157,ponds,2882178
14164,trump,2879094
14168,mates,2878121
14170,avian,2877167
14173,visas,2876354
14188,webmd,2868259
14190,champ,2867858
14211,recap,2861982
14214,astro,2860399
14215,crawl,2859784
14225,flaws,2856172
14239,olsen,2851762
14258,hazel,2841268
14280,messy,2833021
14284,rupee,2831536
14285,ments,2831327
14288,irene,2830387
14291,lungs,2828099
14297,vinci,2825779
14323,jacks,2818856
14336,stole,2814273
14337,kirby,2813914
14369,quasi,2804115
14378,exile,2801261
14383,anglo,2798286
14390,knots,2796342
14394,anton,2794807
14397,gerry,2794486
14404,kappa,2793667
14409,jumps,2793122
14428,snoop,2787168
14436,vague,2783775
14438,wraps,2781569
14440,rusty,2780895
14448,warns,2775722
14456,sting,2773263
14458,bravo,2772503
14461,secsg,2771556
14476,liter,2768775
14493,nicht,2762565
14505,basil,2757419
14509,paced,2755521
14519,renee,2751273
14546,weiss,2742473
14551,giles,2741044
14557,shack,2739743
14578,sleek,2734565
14587,ariel,2731662
14589,monty,2730888
14590,cafes,2730706
14593,hitch,2730000
14596,nexus,2728391
14601,tango,2727306
14606,ernst,2726438
14618,sings,2723225
14621,carte,2722336
14637,queer,2717979
14638,pains,2717960
14639,vioxx,2717063
14643,ahmed,2715850
14647,sobre,2715022
14653,kuala,2712455
14655,comma,2711522
14657,geeks,2710575
14660,avant,2710283
14661,repec,2709862
14682,perez,2700670
14683,cimel,2700656
14687,leica,2699793
14693,torah,2698722
14700,busch,2695340
14717,tiava,2687059
14728,freed,2683280
14742,cheek,2681029
14748,gavin,2679261
14751,lasts,2678667
14769,httpd,2673288
14790,bowel,2666510
14792,chats,2666432
14793,mafia,2666020
14801,lilly,2665191
14802,shire,2665081
14807,lyons,2662817
14810,scams,2662588
14811,lipid,2662396
14827,clyde,2658680
14835,irwin,2657053
14849,mains,2652029
14851,misty,2651773
14861,prism,2648058
14872,rests,2645136
14882,vegan,2642418
14891,corel,2640276
14899,groom,2637912
14910,osama,2635647
14911,weeds,2634421
14913,oprah,2634267
14915,beers,2633610
14916,clive,2633530
14923,darby,2631164
14926,fills,2630389
14928,grips,2629556
14932,kayak,2628993
14935,altar,2627835
14940,gears,2626927
14958,risen,2619862
14961,rhino,2619135
14972,eaton,2615601
14973,ruler,2615554
14975,henri,2615040
14982,swept,2612095
14988,troop,2609404
14989,arose,2609029
14994,becky,2606971
14995,lesbo,2606338
15001,klaus,2604818
15011,hogan,2600534
15024,debra,2594075
15027,cdrom,2593779
15042,corey,2588392
15045,slips,2587498
15049,trays,2586701
15057,flock,2585098
15060,chung,2584176
15064,boris,2582954
15074,shave,2580057
15091,swamp,2575587
15134,faint,2565744
15146,gland,2561362
15162,blows,2556663
15176,stoke,2552684
15205,kauai,2544183
15222,ipsec,2538365
15226,undef,2537317
15233,nasal,2536094
15249,nitro,2533124
15252,marin,2532915
15261,loser,2529180
15265,claus,2528018
15281,hipaa,2523126
15282,porto,2522999
15286,jolly,2522092
15291,femme,2521124
15305,siege,2518421
15320,wolfe,2512558
15324,tyres,2510350
15335,butte,2505600
15345,hicks,2503430
15347,pratt,2503054
15365,chalk,2498505
15401,negro,2489080
15410,wrath,2486700
15426,grind,2482307
15430,clint,2481872
15445,blitz,2476009
15456,osaka,2472838
15465,jorge,2471105
15466,cooks,2470395
15471,rainy,2469088
15478,diggs,2467168
15480,pluto,2466856
15493,mitch,2464162
15511,viola,2458792
15519,rumor,2455494
15524,volts,2454421
15533,diver,2452406
15545,blaze,2448412
15546,wreck,2447935
15549,sammy,2447628
15558,arabs,2444955
15567,brock,2441409
15569,hoops,2438525
15571,macon,2437697
15573,lynne,2437544
15584,chloe,2434045
15589,prada,2432946
15593,plone,2431191
15608,horns,2427037
15655,kylie,2415779
15661,naomi,2413747
15664,risky,2412508
15670,clair,2410656
15675,crete,2409700
15686,tulip,2406691
15695,ciara,2404510
15704,damon,2401346
15714,owing,2399321
15741,benny,2393928
15754,ipods,2391403
15758,annum,2390404
15778,roche,2384778
15779,ropes,2384639
15797,morse,2382036
15802,cords,2380982
15825,warez,2375829
15830,ditch,2373753
15834,slick,2372634
15845,chunk,2371231
15846,reels,2371017
15848,slept,2370802
15849,gregg,2370023
15855,huang,2368880
15868,ibook,2364203
15881,waits,2362199
15882,tenor,2361385
15887,scrub,2360299
15892,cello,2358848
15904,caves,2355316
15911,cocos,2354000
15926,metre,2350745
15929,thurs,2349803
15933,topaz,2348935
15938,soaps,2347810
15947,ricoh,2345322
15961,gibbs,2341301
15964,dusty,2339959
15965,patty,2339693
15973,crate,2336818
15974,kanye,2336703
15986,cared,2333049
15988,sworn,2332355
15989,twink,2332335
15990,bowen,2332324
16015,beech,2327119
16019,frogs,2326307
16024,expat,2324561
16032,agnes,2322429
16038,glibc,2321511
16040,maori,2321308
16042,tense,2320926
16047,basel,2319607
16060,oxley,2316327
16074,foley,2314106
16077,moran,2312457
16078,decal,2311933
16085,temps,2309859
16086,fiona,2309644
16091,fritz,2309089
16092,mover,2309084
16095,erica,2307054
16100,macos,2305222
16129,betsy,2299580
16131,shaun,2299131
16134,fauna,2298940
16141,detox,2297343
16150,spurs,2295629
16152,ortho,2295530
16159,gould,2293519
16163,eliza,2292065
16169,usaid,2290937
16170,darts,2290842
16177,tails,2287798
16182,hangs,2287111
16186,quark,2286617
16187,zyban,2286514
16193,dolce,2283881
16198,veins,2282346
16199,folds,2282227
16201,angie,2281695
16202,sneak,2280877
16203,octet,2280607
16211,mccoy,2278977
16220,mateo,2277443
16231,fread,2274959
16236,willy,2273954
16252,edith,2271217
16258,magna,2269919
16263,polly,2268880
16264,tidal,2268649
16265,jules,2268604
16268,ernie,2268175
16270,poole,2267945
16275,crust,2267452
16280,dolly,2266400
16287,lenox,2265277
16289,miner,2264812
16299,cecil,2262884
16301,cajun,2262690
16306,diner,2261961
16311,regis,2260707
16316,mound,2259654
16330,ethan,2256315
16342,ibiza,2252881
16343,reese,2252849
16344,chefs,2252629
16373,pixar,2245356
16374,scion,2245350
16377,dhtml,2245117
16380,winme,2244593
16390,mandy,2240981
16391,hoods,2240850
16396,proto,2240138
16397,jared,2240128
16406,wears,2237421
16411,regal,2236787
16427,alvin,2232995
16429,raton,2232513
16438,curly,2231026
16451,hound,2228633
16461,wharf,2226856
16464,flick,2226500
16465,datum,2226219
16481,maize,2222076
16486,banff,2221531
16491,psalm,2220027
16500,gowns,2217657
16514,luton,2214453
16518,leaks,2214133
16521,swell,2213445
16523,ville,2213387
16529,chico,2212526
16531,irony,2212193
16554,lasik,2206093
16575,levin,2202321
16577,amiga,2201683
16579,viper,2201559
16583,gypsy,2201227
16608,litre,2195204
16612,binds,2193939
16616,titus,2193051
16631,flare,2190533
16633,wight,2190271
16646,crank,2185208
16647,goats,2184919
16655,rains,2183544
16662,brace,2182960
16667,abdul,2181993
16669,ryder,2181395
16699,garth,2176273
16700,nolan,2175918
16706,paolo,2174306
16716,argus,2172332
16718,mango,2171900
16724,thigh,2171107
16729,carla,2169262
16733,meats,2168286
16761,windy,2162674
16767,alamo,2162395
16777,steer,2159937
16779,vogue,2159792
16780,aired,2159611
16797,vodka,2155662
16799,zaire,2154891
16804,sakai,2152556
16813,knobs,2151258
16821,inlog,2147095
16831,salts,2144773
16849,soups,2141445
16856,moist,2140516
16858,trina,2140397
16875,pests,2136804
16886,entre,2134677
16889,plano,2134185
16892,doris,2132988
16952,petit,2120813
16957,fries,2119656
16962,saxon,2118651
16978,stall,2114252
16980,deere,2113985
16998,serif,2109334
17019,monks,2103722
17038,aloha,2099181
17053,utter,2096533
17061,rents,2094682
17069,cater,2092828
17070,colts,2092808
17086,putin,2090056
17096,dunes,2088285
17126,pinch,2082769
17131,flynn,2080599
17138,troll,2079165
17147,filth,2077997
17155,kraft,2076875
17191,algae,2068644
17215,arden,2063576
17222,byrne,2060883
17228,shady,2059463
17241,erect,2057313
17251,vests,2056167
17252,lydia,2055299
17266,valet,2052690
17268,cheng,2052211
17278,eliot,2049290
17280,jihad,2048833
17288,elgin,2047683
17318,jonah,2042513
17327,raped,2040735
17331,denon,2040332
17332,sloan,2040295
17339,plato,2039668
17353,palma,2035402
17360,taxis,2034449
17361,hates,2034161
17384,hague,2027435
17392,tammy,2025634
17398,ogden,2024597
